feedback_id,customer_id,feedback_type,category,channel,subject,description,submitted_date,resolution_status,resolution_date,assigned_to,priority,satisfaction_score,response_time_hours,created_at
PMLA-FB000279-SYN,PMLA-C000914-SYN,COMPLAINT,FRAUD,EMAIL,RE: Complaint - Case #53255,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2023-11-05,DUPLICATE,,Agent_571,LOW,,2,2026-01-10 21:04:43
PMLA-FB000280-SYN,PMLA-C000129-SYN,COMPLAINT,OTHER,BRANCH,RE: Complaint - Case #60842,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2024-08-22,CLOSED_NO_ACTION,2024-08-28,Agent_944,LOW,,57,2026-01-10 21:04:43
PMLA-FB000281-SYN,PMLA-C000443-SYN,COMPLAINT,ONLINE_BANKING,EMAIL,RE: Complaint - Case #56622,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-08-26,ESCALATED,,Agent_477,MEDIUM,,24,2026-01-10 21:04:43
PMLA-FB000282-SYN,PMLA-C000155-SYN,INQUIRY,FRAUD,BRANCH,RE: Inquiry - Case #69284,Synthetic feedback description for testing. Type: INQUIRY. Category: MOBILE_APP.,2024-09-02,PENDING,,Agent_802,MEDIUM,,54,2026-01-10 21:04:43
PMLA-FB000283-SYN,PMLA-C000575-SYN,COMPLAINT,LOAN_SERVICE,EMAIL,RE: Complaint - Case #75992,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2023-05-27,RESOLVED,2023-06-13,Agent_614,MEDIUM,4,52,2026-01-10 21:04:43
PMLA-FB000284-SYN,PMLA-C000889-SYN,COMPLAINT,MOBILE_APP,CHAT,RE: Complaint - Case #66449,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-11-22,RESOLVED,2023-11-30,Agent_911,LOW,1,15,2026-01-10 21:04:43
PMLA-FB000285-SYN,PMLA-C000502-SYN,SUGGESTION,BRANCH_SERVICE,MAIL,RE: Suggestion - Case #14506,Synthetic feedback description for testing. Type: SUGGESTION. Category: OTHER.,2023-06-05,RESOLVED,2023-06-27,Agent_442,LOW,5,40,2026-01-10 21:04:43
PMLA-FB000286-SYN,PMLA-C000898-SYN,COMPLAINT,BRANCH_SERVICE,EMAIL,RE: Complaint - Case #42386,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2024-09-28,PENDING,,Agent_582,HIGH,,56,2026-01-10 21:04:43
PMLA-FB000287-SYN,PMLA-C000798-SYN,COMPLAINT,LOAN_SERVICE,BRANCH,RE: Complaint - Case #84223,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-09-11,ESCALATED,,Agent_619,MEDIUM,,42,2026-01-10 21:04:43
PMLA-FB000288-SYN,PMLA-C000954-SYN,SUGGESTION,ONLINE_BANKING,SOCIAL_MEDIA,RE: Suggestion - Case #82935,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2024-04-03,PENDING,,Agent_162,MEDIUM,,12,2026-01-10 21:04:43
PMLA-FB000289-SYN,PMLA-C000675-SYN,SUGGESTION,ONLINE_BANKING,MAIL,RE: Suggestion - Case #11776,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2023-04-22,RESOLVED,2023-05-04,Agent_344,MEDIUM,2,36,2026-01-10 21:04:43
PMLA-FB000290-SYN,PMLA-C000129-SYN,DISPUTE,MOBILE_APP,PHONE,RE: Dispute - Case #89258,Synthetic feedback description for testing. Type: DISPUTE. Category: MOBILE_APP.,2024-06-21,PENDING,,Agent_234,LOW,,40,2026-01-10 21:04:43
PMLA-FB000291-SYN,PMLA-C000173-SYN,SUGGESTION,FEES_CHARGES,BRANCH,RE: Suggestion - Case #40008,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2023-01-07,DUPLICATE,,Agent_669,MEDIUM,,69,2026-01-10 21:04:43
PMLA-FB000292-SYN,PMLA-C000558-SYN,SUGGESTION,ONLINE_BANKING,EMAIL,RE: Suggestion - Case #40585,Synthetic feedback description for testing. Type: SUGGESTION. Category: ACCOUNT_SERVICE.,2024-03-31,RESOLVED,2024-04-03,Agent_835,LOW,1,11,2026-01-10 21:04:43
PMLA-FB000293-SYN,PMLA-C000647-SYN,SUGGESTION,CARD_SERVICE,MAIL,RE: Suggestion - Case #38377,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2024-10-05,ESCALATED,,Agent_795,LOW,,13,2026-01-10 21:04:43
PMLA-FB000294-SYN,PMLA-C000138-SYN,SUGGESTION,MOBILE_APP,CHAT,RE: Suggestion - Case #83424,Synthetic feedback description for testing. Type: SUGGESTION. Category: MOBILE_APP.,2024-07-29,RESOLVED,2024-07-31,Agent_174,MEDIUM,3,1,2026-01-10 21:04:43
PMLA-FB000295-SYN,PMLA-C000507-SYN,COMPLAINT,FRAUD,EMAIL,RE: Complaint - Case #69588,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-11-05,RESOLVED,2023-12-02,Agent_519,LOW,5,66,2026-01-10 21:04:43
PMLA-FB000296-SYN,PMLA-C000966-SYN,INQUIRY,OTHER,CHAT,RE: Inquiry - Case #23245,Synthetic feedback description for testing. Type: INQUIRY. Category: ACCOUNT_SERVICE.,2023-04-17,PENDING,,Agent_979,HIGH,,46,2026-01-10 21:04:43
PMLA-FB000297-SYN,PMLA-C001371-SYN,COMPLAINT,FEES_CHARGES,CHAT,RE: Complaint - Case #11130,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2023-05-08,RESOLVED,2023-05-14,Agent_627,MEDIUM,3,12,2026-01-10 21:04:43
PMLA-FB000298-SYN,PMLA-C001227-SYN,DISPUTE,MOBILE_APP,CHAT,RE: Dispute - Case #10218,Synthetic feedback description for testing. Type: DISPUTE. Category: ACCOUNT_SERVICE.,2023-08-22,PENDING,,Agent_808,LOW,,5,2026-01-10 21:04:43
PMLA-FB000299-SYN,PMLA-C000976-SYN,SUGGESTION,MOBILE_APP,CHAT,RE: Suggestion - Case #86591,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2024-10-26,RESOLVED,2024-11-11,Agent_259,LOW,2,37,2026-01-10 21:04:43
PMLA-FB000300-SYN,PMLA-C000331-SYN,COMPLAINT,CARD_SERVICE,CHAT,RE: Complaint - Case #88603,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2024-03-13,PENDING,,Agent_317,MEDIUM,,9,2026-01-10 21:04:43
PMLA-FB000301-SYN,PMLA-C000467-SYN,COMPLAINT,FEES_CHARGES,MAIL,RE: Complaint - Case #15152,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-11-24,RESOLVED,2023-12-06,Agent_269,LOW,4,21,2026-01-10 21:04:43
PMLA-FB000302-SYN,PMLA-C000905-SYN,INQUIRY,FEES_CHARGES,EMAIL,RE: Inquiry - Case #41949,Synthetic feedback description for testing. Type: INQUIRY. Category: BRANCH_SERVICE.,2024-02-26,RESOLVED,2024-03-05,Agent_991,MEDIUM,1,72,2026-01-10 21:04:43
PMLA-FB000303-SYN,PMLA-C001129-SYN,COMPLAINT,MOBILE_APP,BRANCH,RE: Complaint - Case #38798,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2024-11-16,CLOSED_NO_ACTION,2024-11-21,Agent_427,LOW,,41,2026-01-10 21:04:43
PMLA-FB000304-SYN,PMLA-C000693-SYN,COMPLAINT,LOAN_SERVICE,EMAIL,RE: Complaint - Case #63142,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2023-05-05,RESOLVED,2023-06-03,Agent_623,LOW,2,57,2026-01-10 21:04:43
PMLA-FB000305-SYN,PMLA-C001086-SYN,SUGGESTION,OTHER,PHONE,RE: Suggestion - Case #80872,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2023-09-08,RESOLVED,2023-10-02,Agent_895,LOW,4,24,2026-01-10 21:04:43
PMLA-FB000306-SYN,PMLA-C000283-SYN,PRAISE,LOAN_SERVICE,CHAT,RE: Praise - Case #86142,Synthetic feedback description for testing. Type: PRAISE. Category: ACCOUNT_SERVICE.,2023-09-08,RESOLVED,2023-09-17,Agent_944,LOW,1,47,2026-01-10 21:04:43
PMLA-FB000307-SYN,PMLA-C000807-SYN,INQUIRY,FEES_CHARGES,CHAT,RE: Inquiry - Case #51281,Synthetic feedback description for testing. Type: INQUIRY. Category: ACCOUNT_SERVICE.,2024-02-18,PENDING,,Agent_531,HIGH,,57,2026-01-10 21:04:43
PMLA-FB000308-SYN,PMLA-C000065-SYN,PRAISE,MOBILE_APP,EMAIL,RE: Praise - Case #35010,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2024-07-15,ESCALATED,,Agent_572,LOW,,55,2026-01-10 21:04:43
PMLA-FB000309-SYN,PMLA-C000613-SYN,PRAISE,OTHER,MAIL,RE: Praise - Case #58107,Synthetic feedback description for testing. Type: PRAISE. Category: FRAUD.,2023-04-26,RESOLVED,2023-05-08,Agent_310,LOW,4,25,2026-01-10 21:04:43
PMLA-FB000310-SYN,PMLA-C000072-SYN,COMPLAINT,ACCOUNT_SERVICE,PHONE,RE: Complaint - Case #68953,Synthetic feedback description for testing. Type: COMPLAINT. Category: FEES_CHARGES.,2024-05-24,RESOLVED,2024-06-03,Agent_723,HIGH,2,1,2026-01-10 21:04:43
PMLA-FB000311-SYN,PMLA-C000966-SYN,COMPLAINT,BRANCH_SERVICE,BRANCH,RE: Complaint - Case #99407,Synthetic feedback description for testing. Type: COMPLAINT. Category: CARD_SERVICE.,2023-04-17,RESOLVED,2023-04-25,Agent_886,LOW,3,72,2026-01-10 21:04:43
PMLA-FB000312-SYN,PMLA-C001022-SYN,PRAISE,ONLINE_BANKING,SOCIAL_MEDIA,RE: Praise - Case #16744,Synthetic feedback description for testing. Type: PRAISE. Category: FRAUD.,2024-05-29,RESOLVED,2024-06-14,Agent_113,HIGH,2,38,2026-01-10 21:04:43
PMLA-FB000313-SYN,PMLA-C000872-SYN,SUGGESTION,OTHER,SOCIAL_MEDIA,RE: Suggestion - Case #10807,Synthetic feedback description for testing. Type: SUGGESTION. Category: CARD_SERVICE.,2023-05-20,RESOLVED,2023-06-08,Agent_196,LOW,5,64,2026-01-10 21:04:43
PMLA-FB000314-SYN,PMLA-C000381-SYN,COMPLAINT,OTHER,BRANCH,RE: Complaint - Case #77588,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2023-02-21,ESCALATED,,Agent_819,MEDIUM,,16,2026-01-10 21:04:43
PMLA-FB000315-SYN,PMLA-C000202-SYN,SUGGESTION,FRAUD,EMAIL,RE: Suggestion - Case #98185,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2023-03-30,RESOLVED,2023-04-05,Agent_784,HIGH,4,22,2026-01-10 21:04:43
PMLA-FB000316-SYN,PMLA-C000569-SYN,INQUIRY,LOAN_SERVICE,MAIL,RE: Inquiry - Case #29634,Synthetic feedback description for testing. Type: INQUIRY. Category: MOBILE_APP.,2024-03-16,RESOLVED,2024-04-10,Agent_637,MEDIUM,1,57,2026-01-10 21:04:43
PMLA-FB000317-SYN,PMLA-C000336-SYN,PRAISE,FRAUD,PHONE,RE: Praise - Case #57217,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2023-06-17,ESCALATED,,Agent_987,LOW,,3,2026-01-10 21:04:43
PMLA-FB000318-SYN,PMLA-C000487-SYN,PRAISE,FEES_CHARGES,SOCIAL_MEDIA,RE: Praise - Case #92527,Synthetic feedback description for testing. Type: PRAISE. Category: LOAN_SERVICE.,2023-03-19,PENDING,,Agent_266,LOW,,32,2026-01-10 21:04:43
PMLA-FB000319-SYN,PMLA-C001335-SYN,COMPLAINT,ACCOUNT_SERVICE,BRANCH,RE: Complaint - Case #93568,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-03-10,CLOSED_NO_ACTION,2024-04-03,Agent_877,LOW,,21,2026-01-10 21:04:43
PMLA-FB000320-SYN,PMLA-C000786-SYN,COMPLAINT,ONLINE_BANKING,EMAIL,RE: Complaint - Case #51141,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2024-06-30,RESOLVED,2024-07-01,Agent_366,MEDIUM,3,47,2026-01-10 21:04:43
PMLA-FB000321-SYN,PMLA-C001337-SYN,COMPLAINT,BRANCH_SERVICE,SOCIAL_MEDIA,RE: Complaint - Case #88841,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2023-12-23,RESOLVED,2024-01-22,Agent_169,HIGH,3,45,2026-01-10 21:04:43
PMLA-FB000322-SYN,PMLA-C000311-SYN,COMPLAINT,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Complaint - Case #24542,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-10-20,RESOLVED,2023-10-24,Agent_509,MEDIUM,2,2,2026-01-10 21:04:43
PMLA-FB000323-SYN,PMLA-C000709-SYN,COMPLAINT,MOBILE_APP,MAIL,RE: Complaint - Case #11713,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-06-25,RESOLVED,2023-07-15,Agent_408,LOW,3,16,2026-01-10 21:04:43
PMLA-FB000324-SYN,PMLA-C000967-SYN,COMPLAINT,LOAN_SERVICE,CHAT,RE: Complaint - Case #57717,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2024-08-05,RESOLVED,2024-08-07,Agent_400,MEDIUM,5,13,2026-01-10 21:04:43
PMLA-FB000325-SYN,PMLA-C000357-SYN,INQUIRY,FEES_CHARGES,SOCIAL_MEDIA,RE: Inquiry - Case #30494,Synthetic feedback description for testing. Type: INQUIRY. Category: MOBILE_APP.,2023-01-17,ESCALATED,,Agent_545,MEDIUM,,30,2026-01-10 21:04:43
PMLA-FB000326-SYN,PMLA-C001111-SYN,COMPLAINT,FRAUD,SOCIAL_MEDIA,RE: Complaint - Case #95113,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-09-10,RESOLVED,2023-09-12,Agent_187,LOW,3,15,2026-01-10 21:04:43
PMLA-FB000327-SYN,PMLA-C000765-SYN,COMPLAINT,ONLINE_BANKING,MAIL,RE: Complaint - Case #82064,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-12-10,RESOLVED,2023-12-15,Agent_265,HIGH,3,59,2026-01-10 21:04:43
PMLA-FB000328-SYN,PMLA-C000112-SYN,COMPLAINT,ONLINE_BANKING,MAIL,RE: Complaint - Case #45058,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-11-06,RESOLVED,2023-11-09,Agent_833,MEDIUM,5,4,2026-01-10 21:04:43
PMLA-FB000329-SYN,PMLA-C000052-SYN,COMPLAINT,CARD_SERVICE,EMAIL,RE: Complaint - Case #28240,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-05-14,ESCALATED,,Agent_646,LOW,,60,2026-01-10 21:04:43
PMLA-FB000330-SYN,PMLA-C000370-SYN,INQUIRY,FRAUD,SOCIAL_MEDIA,RE: Inquiry - Case #68662,Synthetic feedback description for testing. Type: INQUIRY. Category: CARD_SERVICE.,2024-01-14,PENDING,,Agent_744,MEDIUM,,44,2026-01-10 21:04:43
PMLA-FB000331-SYN,PMLA-C000539-SYN,COMPLAINT,FRAUD,BRANCH,RE: Complaint - Case #97552,Synthetic feedback description for testing. Type: COMPLAINT. Category: CARD_SERVICE.,2024-08-04,RESOLVED,2024-08-17,Agent_962,LOW,2,41,2026-01-10 21:04:43
PMLA-FB000332-SYN,PMLA-C000667-SYN,COMPLAINT,ACCOUNT_SERVICE,SOCIAL_MEDIA,RE: Complaint - Case #92052,Synthetic feedback description for testing. Type: COMPLAINT. Category: MOBILE_APP.,2023-04-15,ESCALATED,,Agent_588,HIGH,,34,2026-01-10 21:04:43
PMLA-FB000333-SYN,PMLA-C001350-SYN,PRAISE,FEES_CHARGES,SOCIAL_MEDIA,RE: Praise - Case #34963,Synthetic feedback description for testing. Type: PRAISE. Category: ACCOUNT_SERVICE.,2023-07-02,PENDING,,Agent_900,LOW,,69,2026-01-10 21:04:43
PMLA-FB000334-SYN,PMLA-C000015-SYN,DISPUTE,FRAUD,BRANCH,RE: Dispute - Case #28784,Synthetic feedback description for testing. Type: DISPUTE. Category: CARD_SERVICE.,2023-06-18,PENDING,,Agent_796,MEDIUM,,48,2026-01-10 21:04:43
PMLA-FB000335-SYN,PMLA-C000527-SYN,COMPLAINT,ACCOUNT_SERVICE,BRANCH,RE: Complaint - Case #96822,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-09-12,RESOLVED,2023-10-07,Agent_535,MEDIUM,1,28,2026-01-10 21:04:43
PMLA-FB000336-SYN,PMLA-C001404-SYN,COMPLAINT,OTHER,BRANCH,RE: Complaint - Case #75624,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2024-05-22,RESOLVED,2024-06-09,Agent_232,MEDIUM,1,27,2026-01-10 21:04:43
PMLA-FB000337-SYN,PMLA-C000712-SYN,SUGGESTION,FRAUD,PHONE,RE: Suggestion - Case #31551,Synthetic feedback description for testing. Type: SUGGESTION. Category: CARD_SERVICE.,2024-03-06,RESOLVED,2024-03-11,Agent_533,LOW,4,31,2026-01-10 21:04:43
PMLA-FB000338-SYN,PMLA-C000809-SYN,PRAISE,OTHER,BRANCH,RE: Praise - Case #53933,Synthetic feedback description for testing. Type: PRAISE. Category: ACCOUNT_SERVICE.,2023-02-07,RESOLVED,2023-02-13,Agent_100,LOW,1,3,2026-01-10 21:04:43
PMLA-FB000339-SYN,PMLA-C000498-SYN,COMPLAINT,BRANCH_SERVICE,EMAIL,RE: Complaint - Case #38614,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-03-01,PENDING,,Agent_855,LOW,,38,2026-01-10 21:04:43
PMLA-FB000340-SYN,PMLA-C001102-SYN,SUGGESTION,FRAUD,CHAT,RE: Suggestion - Case #88928,Synthetic feedback description for testing. Type: SUGGESTION. Category: MOBILE_APP.,2023-01-07,RESOLVED,2023-02-04,Agent_847,LOW,1,8,2026-01-10 21:04:43
PMLA-FB000341-SYN,PMLA-C001079-SYN,DISPUTE,ONLINE_BANKING,EMAIL,RE: Dispute - Case #51438,Synthetic feedback description for testing. Type: DISPUTE. Category: BRANCH_SERVICE.,2024-01-04,RESOLVED,2024-01-22,Agent_413,LOW,4,40,2026-01-10 21:04:43
PMLA-FB000342-SYN,PMLA-C000950-SYN,INQUIRY,MOBILE_APP,BRANCH,RE: Inquiry - Case #62836,Synthetic feedback description for testing. Type: INQUIRY. Category: BRANCH_SERVICE.,2024-01-16,RESOLVED,2024-02-15,Agent_861,MEDIUM,3,27,2026-01-10 21:04:43
PMLA-FB000343-SYN,PMLA-C001136-SYN,SUGGESTION,MOBILE_APP,SOCIAL_MEDIA,RE: Suggestion - Case #16033,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2024-08-23,RESOLVED,2024-09-09,Agent_874,LOW,1,18,2026-01-10 21:04:43
PMLA-FB000344-SYN,PMLA-C000799-SYN,SUGGESTION,CARD_SERVICE,CHAT,RE: Suggestion - Case #80022,Synthetic feedback description for testing. Type: SUGGESTION. Category: LOAN_SERVICE.,2024-06-01,PENDING,,Agent_375,HIGH,,48,2026-01-10 21:04:43
PMLA-FB000345-SYN,PMLA-C001193-SYN,INQUIRY,BRANCH_SERVICE,PHONE,RE: Inquiry - Case #87889,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2024-10-28,RESOLVED,2024-11-14,Agent_679,MEDIUM,1,62,2026-01-10 21:04:43
PMLA-FB000346-SYN,PMLA-C000110-SYN,COMPLAINT,BRANCH_SERVICE,SOCIAL_MEDIA,RE: Complaint - Case #91243,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2023-05-08,CLOSED_NO_ACTION,2023-05-24,Agent_779,MEDIUM,,26,2026-01-10 21:04:43
PMLA-FB000347-SYN,PMLA-C000030-SYN,SUGGESTION,BRANCH_SERVICE,BRANCH,RE: Suggestion - Case #52124,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2024-05-16,CLOSED_NO_ACTION,2024-06-13,Agent_885,MEDIUM,,64,2026-01-10 21:04:43
PMLA-FB000348-SYN,PMLA-C000029-SYN,PRAISE,FRAUD,BRANCH,RE: Praise - Case #84551,Synthetic feedback description for testing. Type: PRAISE. Category: CARD_SERVICE.,2024-10-25,RESOLVED,2024-11-03,Agent_597,LOW,1,35,2026-01-10 21:04:43
PMLA-FB000349-SYN,PMLA-C000638-SYN,SUGGESTION,CARD_SERVICE,BRANCH,RE: Suggestion - Case #27910,Synthetic feedback description for testing. Type: SUGGESTION. Category: ONLINE_BANKING.,2024-11-05,PENDING,,Agent_272,MEDIUM,,30,2026-01-10 21:04:43
PMLA-FB000350-SYN,PMLA-C001317-SYN,SUGGESTION,CARD_SERVICE,SOCIAL_MEDIA,RE: Suggestion - Case #14035,Synthetic feedback description for testing. Type: SUGGESTION. Category: ACCOUNT_SERVICE.,2023-12-18,PENDING,,Agent_252,HIGH,,11,2026-01-10 21:04:43
PMLA-FB000351-SYN,PMLA-C000091-SYN,COMPLAINT,FRAUD,CHAT,RE: Complaint - Case #41713,Synthetic feedback description for testing. Type: COMPLAINT. Category: FRAUD.,2023-10-30,ESCALATED,,Agent_464,MEDIUM,,55,2026-01-10 21:04:43
PMLA-FB000352-SYN,PMLA-C000311-SYN,COMPLAINT,FEES_CHARGES,SOCIAL_MEDIA,RE: Complaint - Case #28718,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2024-10-14,DUPLICATE,,Agent_135,MEDIUM,,1,2026-01-10 21:04:43
PMLA-FB000353-SYN,PMLA-C001417-SYN,DISPUTE,FEES_CHARGES,SOCIAL_MEDIA,RE: Dispute - Case #77081,Synthetic feedback description for testing. Type: DISPUTE. Category: CARD_SERVICE.,2023-09-04,PENDING,,Agent_578,MEDIUM,,10,2026-01-10 21:04:43
PMLA-FB000354-SYN,PMLA-C000675-SYN,SUGGESTION,ONLINE_BANKING,MAIL,RE: Suggestion - Case #63593,Synthetic feedback description for testing. Type: SUGGESTION. Category: ACCOUNT_SERVICE.,2023-05-15,RESOLVED,2023-06-06,Agent_187,HIGH,5,20,2026-01-10 21:04:43
PMLA-FB000355-SYN,PMLA-C000364-SYN,SUGGESTION,ONLINE_BANKING,SOCIAL_MEDIA,RE: Suggestion - Case #62214,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2023-12-08,DUPLICATE,,Agent_441,CRITICAL,,66,2026-01-10 21:04:43
PMLA-FB000356-SYN,PMLA-C000704-SYN,COMPLAINT,FEES_CHARGES,CHAT,RE: Complaint - Case #13316,Synthetic feedback description for testing. Type: COMPLAINT. Category: ONLINE_BANKING.,2023-06-13,RESOLVED,2023-07-09,Agent_694,MEDIUM,1,52,2026-01-10 21:04:43
PMLA-FB000357-SYN,PMLA-C000488-SYN,SUGGESTION,CARD_SERVICE,MAIL,RE: Suggestion - Case #70661,Synthetic feedback description for testing. Type: SUGGESTION. Category: MOBILE_APP.,2024-06-29,RESOLVED,2024-07-03,Agent_803,HIGH,1,32,2026-01-10 21:04:43
PMLA-FB000358-SYN,PMLA-C000064-SYN,SUGGESTION,OTHER,BRANCH,RE: Suggestion - Case #33782,Synthetic feedback description for testing. Type: SUGGESTION. Category: BRANCH_SERVICE.,2024-06-17,PENDING,,Agent_529,MEDIUM,,2,2026-01-10 21:04:43
PMLA-FB000359-SYN,PMLA-C001362-SYN,COMPLAINT,CARD_SERVICE,MAIL,RE: Complaint - Case #30274,Synthetic feedback description for testing. Type: COMPLAINT. Category: ACCOUNT_SERVICE.,2024-09-15,ESCALATED,,Agent_936,HIGH,,20,2026-01-10 21:04:43
PMLA-FB000360-SYN,PMLA-C000444-SYN,PRAISE,ONLINE_BANKING,CHAT,RE: Praise - Case #88108,Synthetic feedback description for testing. Type: PRAISE. Category: MOBILE_APP.,2024-11-06,RESOLVED,2024-11-19,Agent_633,HIGH,3,42,2026-01-10 21:04:43
PMLA-FB000361-SYN,PMLA-C000179-SYN,SUGGESTION,LOAN_SERVICE,EMAIL,RE: Suggestion - Case #51163,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2023-02-01,PENDING,,Agent_403,MEDIUM,,10,2026-01-10 21:04:43
PMLA-FB000362-SYN,PMLA-C000470-SYN,PRAISE,OTHER,CHAT,RE: Praise - Case #29099,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2023-01-03,RESOLVED,2023-01-24,Agent_231,HIGH,4,59,2026-01-10 21:04:43
PMLA-FB000363-SYN,PMLA-C000055-SYN,COMPLAINT,BRANCH_SERVICE,BRANCH,RE: Complaint - Case #70435,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2024-05-23,ESCALATED,,Agent_831,MEDIUM,,69,2026-01-10 21:04:43
PMLA-FB000364-SYN,PMLA-C000311-SYN,COMPLAINT,ONLINE_BANKING,MAIL,RE: Complaint - Case #26404,Synthetic feedback description for testing. Type: COMPLAINT. Category: BRANCH_SERVICE.,2024-09-12,PENDING,,Agent_337,MEDIUM,,55,2026-01-10 21:04:43
PMLA-FB000365-SYN,PMLA-C000642-SYN,SUGGESTION,BRANCH_SERVICE,CHAT,RE: Suggestion - Case #80525,Synthetic feedback description for testing. Type: SUGGESTION. Category: FEES_CHARGES.,2023-06-10,RESOLVED,2023-06-29,Agent_942,MEDIUM,2,22,2026-01-10 21:04:43
PMLA-FB000366-SYN,PMLA-C000177-SYN,PRAISE,LOAN_SERVICE,BRANCH,RE: Praise - Case #18393,Synthetic feedback description for testing. Type: PRAISE. Category: BRANCH_SERVICE.,2023-08-14,PENDING,,Agent_872,MEDIUM,,64,2026-01-10 21:04:43
PMLA-FB000367-SYN,PMLA-C001476-SYN,SUGGESTION,BRANCH_SERVICE,MAIL,RE: Suggestion - Case #30227,Synthetic feedback description for testing. Type: SUGGESTION. Category: FRAUD.,2023-08-01,RESOLVED,2023-08-02,Agent_673,MEDIUM,3,39,2026-01-10 21:04:43
PMLA-FB000368-SYN,PMLA-C000723-SYN,INQUIRY,FEES_CHARGES,CHAT,RE: Inquiry - Case #63526,Synthetic feedback description for testing. Type: INQUIRY. Category: ONLINE_BANKING.,2024-01-03,PENDING,,Agent_225,LOW,,67,2026-01-10 21:04:43
PMLA-FB000369-SYN,PMLA-C001014-SYN,COMPLAINT,MOBILE_APP,EMAIL,RE: Complaint - Case #69371,Synthetic feedback description for testing. Type: COMPLAINT. Category: OTHER.,2024-01-08,ESCALATED,,Agent_331,LOW,,50,2026-01-10 21:04:43
PMLA-FB000370-SYN,PMLA-C001432-SYN,COMPLAINT,CARD_SERVICE,EMAIL,RE: Complaint - Case #86737,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2023-01-26,RESOLVED,2023-02-08,Agent_227,MEDIUM,2,3,2026-01-10 21:04:43
PMLA-FB000371-SYN,PMLA-C001342-SYN,COMPLAINT,MOBILE_APP,PHONE,RE: Complaint - Case #42130,Synthetic feedback description for testing. Type: COMPLAINT. Category: LOAN_SERVICE.,2024-07-30,PENDING,,Agent_350,MEDIUM,,32,2026-01-10 21:04:43
