loan_id,customer_id,loan_type,principal_amount,interest_rate,term_months,monthly_payment,outstanding_balance,application_date,approval_date,disbursement_date,maturity_date,status,collateral_type,credit_score_at_application,debt_to_income_ratio,late_payments_count,days_past_due,created_at
PMLA-L000363-SYN,PMLA-C000567-SYN,PERSONAL,16748.12,5.57,60,293.09,16748.12,2020-05-17,2020-06-15,2020-06-25,2025-05-20,APPROVED,NONE,686,0.37,0,0,2026-01-10 21:04:43
PMLA-L000364-SYN,PMLA-C000534-SYN,AUTO,16175.49,7.68,84,202.19,2745.16,2021-09-09,2021-09-19,2021-10-01,2028-08-13,ACTIVE,NONE,774,0.23,0,0,2026-01-10 21:04:43
PMLA-L000365-SYN,PMLA-C000460-SYN,AUTO,68415.39,5.81,36,1995.45,0,2018-06-20,2018-07-13,2018-07-23,2021-06-27,CLOSED,NONE,678,0.42,0,0,2026-01-10 21:04:43
PMLA-L000366-SYN,PMLA-C000802-SYN,AUTO,29786.26,2.72,36,868.77,29786.26,2018-08-09,,,,REJECTED,PROPERTY,723,0.41,0,0,2026-01-10 21:04:43
PMLA-L000367-SYN,PMLA-C000982-SYN,BUSINESS,48096.98,7.59,84,601.21,48096.98,2023-07-18,,,,REJECTED,PROPERTY,735,0.36,0,0,2026-01-10 21:04:43
PMLA-L000368-SYN,PMLA-C001035-SYN,AUTO,43311.36,9.85,48,947.44,30656.85,2024-02-02,2024-02-03,2024-02-08,2028-01-13,ACTIVE,VEHICLE,678,0.39,5,0,2026-01-10 21:04:43
PMLA-L000369-SYN,PMLA-C000059-SYN,MORTGAGE,1064996.86,4.23,360,3106.24,1064996.86,2021-01-17,,,,REJECTED,SAVINGS,644,0.51,0,0,2026-01-10 21:04:43
PMLA-L000370-SYN,PMLA-C000520-SYN,LINE_OF_CREDIT,24165.06,3.42,0,0,0,2019-04-27,2019-05-24,2019-06-01,,CLOSED,NONE,617,0.54,0,0,2026-01-10 21:04:43
PMLA-L000371-SYN,PMLA-C000062-SYN,MORTGAGE,957574.08,4.71,180,5585.85,0,2021-08-12,2021-08-27,2021-09-04,2036-06-09,CLOSED,PROPERTY,739,0.33,0,0,2026-01-10 21:04:43
PMLA-L000372-SYN,PMLA-C001251-SYN,MORTGAGE,1028548.94,3.8,180,5999.87,0,2024-05-15,2024-06-14,2024-06-16,2039-03-28,CLOSED,NONE,732,0.38,0,0,2026-01-10 21:04:43
PMLA-L000373-SYN,PMLA-C001415-SYN,LINE_OF_CREDIT,78246.06,6.57,0,0,78246.06,2019-07-29,2019-08-07,2019-08-15,,APPROVED,NONE,756,0.34,0,0,2026-01-10 21:04:43
PMLA-L000374-SYN,PMLA-C000358-SYN,PERSONAL,35618.38,11.72,60,623.32,35618.38,2018-03-13,2018-04-06,2018-04-17,2023-03-11,APPROVED,NONE,596,0.28,0,0,2026-01-10 21:04:43
PMLA-L000375-SYN,PMLA-C000831-SYN,AUTO,66976.49,5.37,84,837.21,59362.59,2018-04-15,2018-05-06,2018-05-09,2025-03-30,ACTIVE,SAVINGS,729,0.19,3,0,2026-01-10 21:04:43
PMLA-L000376-SYN,PMLA-C000607-SYN,PERSONAL,6795.23,10.69,48,148.65,6795.23,2021-12-08,2021-12-11,2021-12-15,2025-11-20,APPROVED,NONE,660,0.26,0,0,2026-01-10 21:04:43
PMLA-L000377-SYN,PMLA-C000904-SYN,MORTGAGE,663960.43,6.71,120,5809.65,495377.65,2018-03-25,2018-04-14,2018-04-22,2028-02-21,ACTIVE,VEHICLE,738,0.51,1,0,2026-01-10 21:04:43
PMLA-L000378-SYN,PMLA-C001137-SYN,AUTO,32243.92,10.37,48,705.34,32243.92,2019-12-03,2019-12-27,2020-01-08,2023-12-06,APPROVED,VEHICLE,630,0.5,0,0,2026-01-10 21:04:43
PMLA-L000379-SYN,PMLA-C000111-SYN,PERSONAL,6645.23,6.87,36,193.82,6645.23,2018-10-16,2018-10-29,2018-11-12,2021-10-13,APPROVED,NONE,841,0.2,0,0,2026-01-10 21:04:43
PMLA-L000380-SYN,PMLA-C001031-SYN,MORTGAGE,293441.45,11.59,180,1711.74,293441.45,2022-12-27,2023-01-01,2023-01-11,2037-10-14,APPROVED,PROPERTY,662,0.52,0,0,2026-01-10 21:04:43
PMLA-L000381-SYN,PMLA-C001061-SYN,PERSONAL,9812.66,11.03,24,429.3,1368.34,2022-01-27,2022-02-16,2022-02-28,2024-02-06,ACTIVE,NONE,587,0.15,3,0,2026-01-10 21:04:43
PMLA-L000382-SYN,PMLA-C000397-SYN,AUTO,31745.02,9.9,48,694.42,0,2020-08-25,2020-09-22,2020-10-03,2024-09-01,CLOSED,PROPERTY,625,0.16,0,0,2026-01-10 21:04:43
PMLA-L000383-SYN,PMLA-C000872-SYN,PERSONAL,49572.79,11.38,48,1084.4,0,2018-07-20,2018-07-23,2018-08-03,2022-07-02,CLOSED,NONE,764,0.27,0,0,2026-01-10 21:04:43
PMLA-L000384-SYN,PMLA-C000890-SYN,AUTO,79604.46,8.94,48,1741.35,79604.46,2018-12-27,2019-01-20,2019-01-29,2022-12-30,APPROVED,VEHICLE,685,0.18,0,0,2026-01-10 21:04:43
PMLA-L000385-SYN,PMLA-C001483-SYN,AUTO,40388.17,8.68,36,1177.99,40388.17,2024-02-17,,,,REJECTED,PROPERTY,760,0.26,0,0,2026-01-10 21:04:43
PMLA-L000386-SYN,PMLA-C000056-SYN,AUTO,55284.7,4.2,84,691.06,55284.7,2018-01-23,,,,REJECTED,SAVINGS,808,0.54,0,0,2026-01-10 21:04:43
PMLA-L000387-SYN,PMLA-C000390-SYN,PERSONAL,28582.82,9.91,60,500.2,28582.82,2022-10-13,2022-11-10,2022-11-11,2027-10-15,DEFAULTED,NONE,710,0.41,5,15,2026-01-10 21:04:43
PMLA-L000388-SYN,PMLA-C000841-SYN,MORTGAGE,1091321.73,10.05,240,4774.53,1091321.73,2023-09-20,2023-10-02,2023-10-14,2043-06-19,APPROVED,PROPERTY,741,0.26,0,0,2026-01-10 21:04:43
PMLA-L000389-SYN,PMLA-C000717-SYN,LINE_OF_CREDIT,98229.77,11.88,0,0,83818.45,2022-09-13,2022-09-19,2022-10-02,,ACTIVE,NONE,850,0.23,4,0,2026-01-10 21:04:43
PMLA-L000390-SYN,PMLA-C000652-SYN,MORTGAGE,1465767.22,11.41,180,8550.31,465767.84,2020-09-04,2020-09-20,2020-09-21,2035-07-04,ACTIVE,SAVINGS,727,0.25,5,0,2026-01-10 21:04:43
PMLA-L000391-SYN,PMLA-C000747-SYN,AUTO,65781.63,7.03,60,1151.18,0,2024-01-24,2024-02-03,2024-02-16,2029-01-07,CLOSED,PROPERTY,750,0.3,0,0,2026-01-10 21:04:43
PMLA-L000392-SYN,PMLA-C001243-SYN,PERSONAL,37688.28,5.41,12,3297.72,23538.6,2018-06-26,2018-07-03,2018-07-15,2019-06-28,ACTIVE,NONE,597,0.52,2,0,2026-01-10 21:04:43
PMLA-L000393-SYN,PMLA-C000839-SYN,PERSONAL,5315.53,7.69,36,155.04,2036.55,2021-04-07,2021-04-14,2021-04-25,2024-03-29,ACTIVE,NONE,731,0.21,5,0,2026-01-10 21:04:43
PMLA-L000394-SYN,PMLA-C001272-SYN,STUDENT,93185.13,11.83,180,543.58,93185.13,2023-09-15,2023-10-09,2023-10-14,2038-07-22,WRITTEN_OFF,NONE,580,0.37,0,0,2026-01-10 21:04:43
PMLA-L000395-SYN,PMLA-C001494-SYN,PERSONAL,33133.99,6.75,24,1449.61,33133.99,2019-05-07,2019-05-11,2019-05-12,2021-04-30,APPROVED,NONE,815,0.22,0,0,2026-01-10 21:04:43
PMLA-L000396-SYN,PMLA-C001371-SYN,PERSONAL,6166.64,5.97,24,269.79,6166.64,2019-11-28,2019-12-07,2019-12-21,2021-11-26,APPROVED,NONE,742,0.29,0,0,2026-01-10 21:04:43
PMLA-L000397-SYN,PMLA-C000215-SYN,PERSONAL,8312.48,5.51,48,181.84,8312.48,2022-07-23,2022-07-31,2022-08-12,2026-07-10,APPROVED,NONE,774,0.23,0,0,2026-01-10 21:04:43
PMLA-L000398-SYN,PMLA-C000768-SYN,PERSONAL,31995.51,6.96,60,559.92,31995.51,2023-08-08,2023-08-10,2023-08-13,2028-07-14,APPROVED,NONE,777,0.16,0,0,2026-01-10 21:04:43
PMLA-L000399-SYN,PMLA-C000521-SYN,PERSONAL,9515.7,5.79,36,277.54,9515.7,2022-02-04,2022-02-05,2022-02-16,2025-01-20,APPROVED,NONE,837,0.29,0,0,2026-01-10 21:04:43
PMLA-L000400-SYN,PMLA-C001421-SYN,AUTO,60891.55,7.46,60,1065.6,60891.55,2019-12-15,2019-12-22,2019-12-25,2024-11-25,APPROVED,SAVINGS,626,0.5,0,0,2026-01-10 21:04:43
PMLA-L000401-SYN,PMLA-C001015-SYN,STUDENT,46585.79,6.71,120,407.63,0,2021-05-02,2021-05-08,2021-05-16,2031-03-17,CLOSED,NONE,786,0.37,0,0,2026-01-10 21:04:43
PMLA-L000402-SYN,PMLA-C000764-SYN,MORTGAGE,661607.03,6.64,360,1929.69,273367.1,2024-03-10,2024-04-08,2024-04-13,2053-11-02,ACTIVE,NONE,783,0.5,2,0,2026-01-10 21:04:43
PMLA-L000403-SYN,PMLA-C000759-SYN,BUSINESS,383369.0,7.19,36,11181.6,383369.0,2020-12-19,2021-01-14,2021-01-23,2023-12-30,APPROVED,NONE,817,0.34,0,0,2026-01-10 21:04:43
PMLA-L000404-SYN,PMLA-C001257-SYN,LINE_OF_CREDIT,86888.49,10.4,0,0,0,2018-03-13,2018-03-30,2018-04-13,,CLOSED,NONE,692,0.54,0,0,2026-01-10 21:04:43
PMLA-L000405-SYN,PMLA-C000440-SYN,AUTO,69356.74,7.24,84,866.96,69356.74,2023-12-10,2023-12-13,2023-12-15,2030-11-06,APPROVED,SAVINGS,605,0.55,0,0,2026-01-10 21:04:43
PMLA-L000406-SYN,PMLA-C000174-SYN,PERSONAL,34888.64,5.66,36,1017.59,31127.43,2018-07-25,2018-08-18,2018-08-26,2021-08-02,ACTIVE,NONE,772,0.45,1,0,2026-01-10 21:04:43
PMLA-L000407-SYN,PMLA-C001147-SYN,LINE_OF_CREDIT,88009.51,11.87,0,0,43978.82,2018-04-22,2018-05-11,2018-05-20,,ACTIVE,NONE,598,0.26,4,0,2026-01-10 21:04:43
PMLA-L000408-SYN,PMLA-C000849-SYN,MORTGAGE,247048.21,7.69,300,864.67,247048.21,2021-01-29,2021-02-27,2021-03-03,2045-10-19,APPROVED,SAVINGS,678,0.35,0,0,2026-01-10 21:04:43
PMLA-L000409-SYN,PMLA-C000079-SYN,PERSONAL,34167.83,2.93,36,996.56,34167.83,2022-08-22,2022-09-17,2022-09-22,2025-09-01,APPROVED,NONE,806,0.41,0,0,2026-01-10 21:04:43
PMLA-L000410-SYN,PMLA-C000836-SYN,PERSONAL,7179.55,4.63,24,314.11,3412.97,2019-04-16,2019-04-22,2019-04-24,2021-04-11,ACTIVE,NONE,707,0.48,4,0,2026-01-10 21:04:43
PMLA-L000411-SYN,PMLA-C000340-SYN,AUTO,28031.35,5.78,48,613.19,28031.35,2021-09-06,2021-09-17,2021-09-18,2025-08-27,APPROVED,NONE,710,0.26,0,0,2026-01-10 21:04:43
PMLA-L000412-SYN,PMLA-C001475-SYN,AUTO,56054.64,7.36,60,980.96,0,2018-01-09,2018-01-17,2018-01-24,2022-12-22,CLOSED,NONE,699,0.43,0,0,2026-01-10 21:04:43
PMLA-L000413-SYN,PMLA-C000273-SYN,BUSINESS,477508.8,11.87,84,5968.86,477508.8,2023-09-14,2023-10-14,2023-10-28,2030-09-07,APPROVED,PROPERTY,788,0.48,0,0,2026-01-10 21:04:43
PMLA-L000414-SYN,PMLA-C000276-SYN,MORTGAGE,1127913.07,3.61,60,19738.48,1127913.07,2019-03-04,2019-03-31,2019-04-10,2024-03-04,APPROVED,NONE,804,0.48,0,0,2026-01-10 21:04:43
PMLA-L000415-SYN,PMLA-C000064-SYN,AUTO,49964.0,9.35,84,624.55,5847.03,2022-02-25,2022-03-08,2022-03-19,2029-01-30,ACTIVE,VEHICLE,655,0.53,2,0,2026-01-10 21:04:43
PMLA-L000416-SYN,PMLA-C000983-SYN,MORTGAGE,835483.24,4.25,120,7310.48,835483.24,2021-06-16,2021-07-10,2021-07-24,2031-05-19,APPROVED,PROPERTY,780,0.3,0,0,2026-01-10 21:04:43
PMLA-L000417-SYN,PMLA-C000020-SYN,AUTO,34718.96,11.04,36,1012.64,34718.96,2021-11-17,2021-12-03,2021-12-11,2024-11-17,APPROVED,PROPERTY,718,0.46,0,0,2026-01-10 21:04:43
PMLA-L000418-SYN,PMLA-C000325-SYN,MORTGAGE,203159.28,11.52,300,711.06,203159.28,2018-01-28,,,,REJECTED,PROPERTY,756,0.22,0,0,2026-01-10 21:04:43
PMLA-L000419-SYN,PMLA-C000293-SYN,MORTGAGE,1337454.15,11.95,120,11702.72,337071.33,2021-05-11,2021-05-21,2021-05-26,2031-03-30,ACTIVE,PROPERTY,675,0.35,5,0,2026-01-10 21:04:43
PMLA-L000420-SYN,PMLA-C000180-SYN,MORTGAGE,371987.09,8.77,300,1301.95,371987.09,2018-07-08,2018-07-25,2018-07-26,2043-03-16,APPROVED,SAVINGS,669,0.43,0,0,2026-01-10 21:04:43
PMLA-L000421-SYN,PMLA-C001368-SYN,PERSONAL,26319.61,8.94,48,575.74,0,2021-08-06,2021-08-11,2021-08-16,2025-07-21,CLOSED,NONE,682,0.38,0,0,2026-01-10 21:04:43
PMLA-L000422-SYN,PMLA-C000600-SYN,MORTGAGE,506166.94,4.84,60,8857.92,506166.94,2019-07-30,2019-08-16,2019-08-29,2024-07-20,APPROVED,VEHICLE,586,0.32,0,0,2026-01-10 21:04:43
PMLA-L000423-SYN,PMLA-C000254-SYN,BUSINESS,189829.12,5.94,120,1661.0,189829.12,2021-02-19,2021-03-09,2021-03-23,2031-01-16,APPROVED,PROPERTY,774,0.5,0,0,2026-01-10 21:04:43
PMLA-L000424-SYN,PMLA-C000790-SYN,MORTGAGE,1461125.31,4.35,120,12784.85,1461125.31,2019-02-19,,,,REJECTED,SAVINGS,764,0.18,0,0,2026-01-10 21:04:43
PMLA-L000425-SYN,PMLA-C001079-SYN,AUTO,29292.62,11.02,48,640.78,29292.62,2021-04-02,,,,REJECTED,NONE,613,0.48,0,0,2026-01-10 21:04:43
PMLA-L000426-SYN,PMLA-C000713-SYN,PERSONAL,11708.06,5.15,24,512.23,0,2023-02-19,2023-02-22,2023-03-01,2025-02-11,CLOSED,NONE,837,0.46,0,0,2026-01-10 21:04:43
PMLA-L000427-SYN,PMLA-C001074-SYN,LINE_OF_CREDIT,17525.42,11.49,0,0,17525.42,2018-04-18,2018-05-02,2018-05-10,,APPROVED,NONE,850,0.48,0,0,2026-01-10 21:04:43
PMLA-L000428-SYN,PMLA-C000198-SYN,AUTO,76523.74,10.74,84,956.55,44553.41,2021-06-06,2021-07-05,2021-07-12,2028-05-29,ACTIVE,NONE,589,0.4,0,0,2026-01-10 21:04:43
PMLA-L000429-SYN,PMLA-C000583-SYN,LINE_OF_CREDIT,81505.97,4.94,0,0,41135.63,2019-08-14,2019-08-23,2019-08-28,,ACTIVE,NONE,769,0.32,4,0,2026-01-10 21:04:43
PMLA-L000430-SYN,PMLA-C000561-SYN,AUTO,38695.23,9.28,84,483.69,38695.23,2024-05-13,2024-05-17,2024-05-31,2031-04-11,APPROVED,PROPERTY,842,0.22,0,0,2026-01-10 21:04:43
PMLA-L000431-SYN,PMLA-C000411-SYN,AUTO,58482.34,5.33,60,1023.44,58482.34,2019-05-17,,,,REJECTED,NONE,816,0.16,0,0,2026-01-10 21:04:43
PMLA-L000432-SYN,PMLA-C000451-SYN,PERSONAL,8873.07,3.96,60,155.28,8873.07,2021-09-28,2021-10-09,2021-10-22,2026-09-13,APPROVED,NONE,706,0.43,0,0,2026-01-10 21:04:43
PMLA-L000433-SYN,PMLA-C001396-SYN,MORTGAGE,323260.96,2.64,60,5657.07,0,2021-02-24,2021-02-25,2021-03-06,2026-01-30,CLOSED,PROPERTY,729,0.24,0,0,2026-01-10 21:04:43
PMLA-L000434-SYN,PMLA-C000961-SYN,PERSONAL,8616.4,10.07,60,150.79,0,2022-08-13,2022-08-21,2022-09-04,2027-07-26,CLOSED,NONE,630,0.2,0,0,2026-01-10 21:04:43
PMLA-L000435-SYN,PMLA-C000952-SYN,PERSONAL,18174.01,3.03,48,397.56,13259.68,2021-03-08,2021-03-29,2021-04-10,2025-03-08,ACTIVE,NONE,801,0.23,1,0,2026-01-10 21:04:43
PMLA-L000436-SYN,PMLA-C001471-SYN,AUTO,54376.02,3.07,72,792.98,0,2020-02-21,2020-02-24,2020-03-01,2026-01-23,CLOSED,SAVINGS,681,0.42,0,0,2026-01-10 21:04:43
PMLA-L000437-SYN,PMLA-C001439-SYN,AUTO,60172.45,10.98,48,1316.27,60172.45,2020-08-29,2020-09-07,2020-09-17,2024-08-17,APPROVED,SAVINGS,683,0.24,0,0,2026-01-10 21:04:43
PMLA-L000438-SYN,PMLA-C001482-SYN,PERSONAL,15280.03,6.57,12,1337.0,6712.57,2018-03-24,2018-04-08,2018-04-22,2019-04-03,ACTIVE,NONE,584,0.52,5,0,2026-01-10 21:04:43
PMLA-L000439-SYN,PMLA-C001299-SYN,AUTO,20677.5,11.36,36,603.09,20677.5,2019-09-23,2019-10-10,2019-10-16,2022-09-24,APPROVED,NONE,798,0.33,0,0,2026-01-10 21:04:43
PMLA-L000440-SYN,PMLA-C001300-SYN,LINE_OF_CREDIT,90236.3,6.4,0,0,90236.3,2018-01-30,2018-02-09,2018-02-22,,APPROVED,NONE,688,0.16,0,0,2026-01-10 21:04:43
PMLA-L000441-SYN,PMLA-C000982-SYN,LINE_OF_CREDIT,34444.22,11.26,0,0,0,2018-06-28,2018-07-16,2018-07-21,,CLOSED,NONE,797,0.4,0,0,2026-01-10 21:04:43
PMLA-L000442-SYN,PMLA-C000566-SYN,AUTO,60296.5,8.5,84,753.71,60296.5,2019-12-24,2020-01-19,2020-01-20,2026-12-13,APPROVED,NONE,780,0.34,0,0,2026-01-10 21:04:43
PMLA-L000443-SYN,PMLA-C000694-SYN,AUTO,34272.53,9.92,48,749.71,26696.68,2024-05-24,2024-06-20,2024-06-27,2028-05-30,ACTIVE,PROPERTY,617,0.31,1,0,2026-01-10 21:04:43
PMLA-L000444-SYN,PMLA-C000580-SYN,MORTGAGE,550336.28,4.71,360,1605.15,152037.32,2019-07-27,2019-08-21,2019-08-22,2049-03-16,ACTIVE,VEHICLE,683,0.2,5,0,2026-01-10 21:04:43
PMLA-L000445-SYN,PMLA-C000576-SYN,AUTO,51956.91,8.72,84,649.46,51956.91,2018-01-18,2018-01-24,2018-01-29,2024-12-18,APPROVED,SAVINGS,629,0.55,0,0,2026-01-10 21:04:43
PMLA-L000446-SYN,PMLA-C001480-SYN,MORTGAGE,380067.09,3.27,120,3325.59,380067.09,2018-05-01,2018-05-13,2018-05-25,2028-03-21,APPROVED,VEHICLE,729,0.27,0,0,2026-01-10 21:04:43
PMLA-L000447-SYN,PMLA-C000867-SYN,MORTGAGE,848797.58,3.75,60,14853.96,848797.58,2018-03-26,,,,REJECTED,VEHICLE,695,0.5,0,0,2026-01-10 21:04:43
PMLA-L000448-SYN,PMLA-C001211-SYN,MORTGAGE,271204.89,7.65,120,2373.04,271204.89,2023-12-28,2024-01-27,2024-01-28,2033-12-05,APPROVED,SAVINGS,720,0.55,0,0,2026-01-10 21:04:43
PMLA-L000449-SYN,PMLA-C001066-SYN,MORTGAGE,1465192.92,3.02,360,4273.48,1465192.92,2019-08-02,,,,REJECTED,NONE,812,0.53,0,0,2026-01-10 21:04:43
PMLA-L000450-SYN,PMLA-C000846-SYN,LINE_OF_CREDIT,29428.03,4.56,0,0,29428.03,2022-01-11,2022-01-18,2022-02-01,,APPROVED,NONE,845,0.32,0,0,2026-01-10 21:04:43
PMLA-L000451-SYN,PMLA-C001330-SYN,AUTO,70284.06,3.33,36,2049.95,70284.06,2019-03-22,2019-04-13,2019-04-23,2022-03-28,APPROVED,PROPERTY,773,0.28,0,0,2026-01-10 21:04:43
PMLA-L000452-SYN,PMLA-C000068-SYN,MORTGAGE,1181128.32,8.44,300,4133.95,1181128.32,2020-03-17,2020-04-10,2020-04-21,2044-11-30,APPROVED,NONE,723,0.15,0,0,2026-01-10 21:04:43
PMLA-L000453-SYN,PMLA-C000645-SYN,AUTO,41308.7,8.63,60,722.9,41308.7,2018-12-12,,,,REJECTED,VEHICLE,825,0.39,0,0,2026-01-10 21:04:43
PMLA-L000454-SYN,PMLA-C000480-SYN,AUTO,71443.98,9.89,60,1250.27,17838.44,2022-03-15,2022-04-05,2022-04-18,2027-03-10,ACTIVE,PROPERTY,678,0.44,3,0,2026-01-10 21:04:43
PMLA-L000455-SYN,PMLA-C001188-SYN,AUTO,33055.84,2.54,60,578.48,0,2019-01-27,2019-02-01,2019-02-09,2024-01-06,CLOSED,PROPERTY,610,0.18,0,0,2026-01-10 21:04:43
PMLA-L000456-SYN,PMLA-C000636-SYN,LINE_OF_CREDIT,71758.55,10.75,0,0,60414.79,2023-01-27,2023-02-17,2023-03-02,,ACTIVE,NONE,763,0.19,4,0,2026-01-10 21:04:43
PMLA-L000457-SYN,PMLA-C000188-SYN,BUSINESS,194865.06,6.31,60,3410.14,0,2019-11-16,2019-12-12,2019-12-25,2024-11-15,CLOSED,PROPERTY,762,0.26,0,0,2026-01-10 21:04:43
PMLA-L000458-SYN,PMLA-C001366-SYN,MORTGAGE,912163.75,2.98,300,3192.57,912163.75,2018-08-01,2018-08-02,2018-08-06,2043-03-24,DEFAULTED,SAVINGS,754,0.53,5,13,2026-01-10 21:04:43
PMLA-L000459-SYN,PMLA-C000900-SYN,PERSONAL,40725.35,10.39,24,1781.73,40725.35,2023-01-03,2023-01-14,2023-01-22,2025-01-03,DEFAULTED,NONE,846,0.52,0,40,2026-01-10 21:04:43
PMLA-L000460-SYN,PMLA-C000109-SYN,AUTO,74973.81,10.16,72,1093.37,43027.06,2022-04-16,2022-04-24,2022-05-05,2028-03-23,ACTIVE,VEHICLE,838,0.41,2,0,2026-01-10 21:04:43
PMLA-L000461-SYN,PMLA-C000868-SYN,MORTGAGE,823924.8,5.25,180,4806.23,0,2024-03-17,2024-03-30,2024-04-08,2039-01-11,CLOSED,NONE,829,0.42,0,0,2026-01-10 21:04:43
PMLA-L000462-SYN,PMLA-C000345-SYN,MORTGAGE,796418.0,5.09,60,13937.32,132657.43,2022-12-05,2022-12-17,2022-12-27,2027-11-21,ACTIVE,PROPERTY,849,0.16,4,0,2026-01-10 21:04:43
PMLA-L000463-SYN,PMLA-C000062-SYN,AUTO,47455.27,4.57,48,1038.08,0,2018-04-26,2018-04-28,2018-05-06,2022-04-07,CLOSED,SAVINGS,586,0.46,0,0,2026-01-10 21:04:43
PMLA-L000464-SYN,PMLA-C001311-SYN,MORTGAGE,342121.5,5.47,300,1197.43,222185.4,2020-11-11,2020-12-09,2020-12-12,2045-07-31,ACTIVE,NONE,765,0.29,5,0,2026-01-10 21:04:43
PMLA-L000465-SYN,PMLA-C000198-SYN,STUDENT,58112.79,3.29,120,508.49,58112.79,2021-04-27,,,,REJECTED,NONE,582,0.35,0,0,2026-01-10 21:04:43
PMLA-L000466-SYN,PMLA-C001023-SYN,PERSONAL,5001.91,6.23,60,87.53,3642.11,2018-03-11,2018-03-17,2018-03-28,2023-02-19,ACTIVE,NONE,763,0.18,5,0,2026-01-10 21:04:43
PMLA-L000467-SYN,PMLA-C001150-SYN,AUTO,70840.62,8.06,84,885.51,70840.62,2018-12-09,,,,REJECTED,SAVINGS,827,0.26,0,0,2026-01-10 21:04:43
PMLA-L000468-SYN,PMLA-C001233-SYN,PERSONAL,7146.76,8.71,36,208.45,1029.44,2020-02-18,2020-03-18,2020-03-22,2023-03-03,ACTIVE,NONE,714,0.45,2,0,2026-01-10 21:04:43
PMLA-L000469-SYN,PMLA-C000657-SYN,BUSINESS,91167.03,5.96,36,2659.04,91167.03,2021-05-19,2021-06-15,2021-06-23,2024-05-30,DEFAULTED,PROPERTY,655,0.52,2,3,2026-01-10 21:04:43
PMLA-L000470-SYN,PMLA-C001312-SYN,AUTO,34170.69,2.92,36,996.65,34170.69,2020-05-15,,,,REJECTED,VEHICLE,692,0.17,0,0,2026-01-10 21:04:43
PMLA-L000471-SYN,PMLA-C001457-SYN,AUTO,76890.86,7.12,48,1681.99,76890.86,2018-02-07,,,,REJECTED,NONE,803,0.48,0,0,2026-01-10 21:04:43
PMLA-L000472-SYN,PMLA-C000491-SYN,AUTO,53535.16,10.04,72,780.72,53535.16,2018-05-29,2018-06-10,2018-06-20,2024-05-09,APPROVED,VEHICLE,662,0.45,0,0,2026-01-10 21:04:43
PMLA-L000473-SYN,PMLA-C001220-SYN,BUSINESS,261499.22,7.48,60,4576.24,261499.22,2020-06-21,2020-06-23,2020-07-05,2025-05-28,APPROVED,NONE,705,0.33,0,0,2026-01-10 21:04:43
PMLA-L000474-SYN,PMLA-C000440-SYN,PERSONAL,39164.61,9.17,36,1142.3,39164.61,2018-04-03,2018-04-17,2018-04-18,2021-04-01,APPROVED,NONE,724,0.18,0,0,2026-01-10 21:04:43
PMLA-L000475-SYN,PMLA-C000295-SYN,MORTGAGE,395910.81,7.53,300,1385.69,89606.56,2023-12-31,2024-01-08,2024-01-22,2048-08-29,ACTIVE,SAVINGS,587,0.16,2,0,2026-01-10 21:04:43
PMLA-L000476-SYN,PMLA-C000130-SYN,AUTO,49080.38,3.26,36,1431.51,49080.38,2022-01-08,2022-02-04,2022-02-17,2025-01-19,APPROVED,SAVINGS,820,0.27,0,0,2026-01-10 21:04:43
PMLA-L000477-SYN,PMLA-C000548-SYN,BUSINESS,62556.21,4.34,60,1094.73,62556.21,2021-07-14,2021-07-24,2021-08-07,2026-06-28,APPROVED,NONE,711,0.53,0,0,2026-01-10 21:04:43
PMLA-L000478-SYN,PMLA-C000901-SYN,AUTO,34337.72,8.0,36,1001.52,0,2020-03-30,2020-04-06,2020-04-12,2023-03-22,CLOSED,VEHICLE,827,0.25,0,0,2026-01-10 21:04:43
PMLA-L000479-SYN,PMLA-C000971-SYN,AUTO,51844.44,3.55,36,1512.13,51844.44,2020-06-08,2020-06-12,2020-06-23,2023-05-28,APPROVED,NONE,845,0.37,0,0,2026-01-10 21:04:43
PMLA-L000480-SYN,PMLA-C000140-SYN,AUTO,39418.56,6.98,72,574.85,39418.56,2023-03-29,2023-04-22,2023-04-24,2029-03-21,APPROVED,PROPERTY,790,0.43,0,0,2026-01-10 21:04:43
PMLA-L000481-SYN,PMLA-C000443-SYN,STUDENT,96460.84,8.06,60,1688.06,32737.14,2018-05-08,2018-05-15,2018-05-23,2023-04-19,ACTIVE,NONE,688,0.16,3,0,2026-01-10 21:04:43
PMLA-L000482-SYN,PMLA-C000170-SYN,PERSONAL,5176.11,10.95,36,150.97,5176.11,2020-08-10,,,,REJECTED,NONE,661,0.54,0,0,2026-01-10 21:04:43
PMLA-L000483-SYN,PMLA-C001190-SYN,AUTO,66116.51,2.81,48,1446.3,66116.51,2023-03-31,,,,REJECTED,SAVINGS,595,0.2,0,0,2026-01-10 21:04:43
PMLA-L000484-SYN,PMLA-C001316-SYN,PERSONAL,14000.42,5.85,60,245.01,0,2022-08-15,2022-09-13,2022-09-23,2027-08-18,CLOSED,NONE,847,0.5,0,0,2026-01-10 21:04:43
PMLA-L000485-SYN,PMLA-C000094-SYN,MORTGAGE,1217252.68,10.79,300,4260.38,1217252.68,2021-11-30,2021-12-17,2021-12-24,2046-08-08,APPROVED,SAVINGS,714,0.5,0,0,2026-01-10 21:04:43
